Year,Institution number,Institution Name,Institution type,Region,Member year,Canadian dollar exchange rate,Rank in ARL investment index,ARL investment index value,Rank in ARL membership index,ARL membership index value,Volumes held,"Volumes added, gross","Volumes added, net",Volumes withdrawn,Monographs purchased,Current serials purchased,Current serials not purchased,Total current serials,Microforms,Government documents,Manuscripts and archives,Cartographic materials,Graphic materials,Sound recordings,Video and film,Computer files,Total interlibrary lending,Total interlibrary borrowing,Group presentations,Presentation participants,Reference queries,Initial circulation,Total circulation,Reserve circulation,Annual gate count,Professional staff,Support staff,Student assistants,Total prof. + support staff,Total prof. + support + student staff,Expenditures for monographs,Expenditures for serials,Expenditures for other materials,Misc. materials expenditures,Total materials expenditures,Expenditures for binding,Professional salaries & wages,Support staff salaries & wages,Student assistant wages,Total salaries & wages,Other operating expenditures,Total library expenditures,Total fulltime students,"Part-time students, undergraduate and graduate",Total fulltime graduate students,Part-time graduate students,Doctor's degrees awarded,Doctor's degree fields,Total teaching faculty,Expenditures for computer files,Expenditures for electronic serials,Total electronic resources expenditures,"Library expenditures for bibliographic utilities, networks, etc.","External expenditures for bibliographic utilities, networks, etc.",Expenditures for computer hardware and software,Expenditures for document delivery and interlibrary loans,Staffed service points,Library service hours,Titles held,Total university expenditures,Electronic books,One-time resource purchases,Ongoing resource purchases,Collection support,"Fringe benefits, dollar amount","Fringe benefits, official designated percent",Number of successful full-text article requests (journals),Number of regular searches (databases),Number of federated searches (databases)
2016,6050,OHIO,State,East North Central,1996,1,111,-1.035817379,.,.,3521715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46066,33679,590,11399,10454,120528,.,.,1395173,48,41,29,89,118,.,.,.,.,5799749,.,3149604,1785138,532614,5467356,1509918,12777023,24539,15486,2839,2897,314,93,1176,.,.,.,.,741867,.,.,.,.,3180852,682068004,1064524,1062883,4435750,301116,1909210,35.3,3198021,3987311,23682
2016,6100,OHIO STATE,State,East North Central,1932,1,16,0.95722766,.,.,9397540,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94172,81827,976,31860,19740,360763,.,.,4593215,142,159,136,301,437,.,.,.,.,20273110,.,9882371,5918527,1782756,17583654,9501123,47357887,57333,8713,9959,3738,1609,101,2738,.,.,.,.,1341167,.,.,.,.,6300022,5741507661,1093843,6317588,12732415,1223107,5991212,37,5351245,8035417,41992
2016,6200,OKLAHOMA,State,West South Central,1962,1,50,-0.195123608,.,.,6097042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56969,26410,2075,20779,30558,94166,.,.,1737845,95,64,72,159,231,.,.,.,.,14435222,.,5874537,1913443,1158301,8946281,3003601,26385104,24369,6972,5147,3690,639,57,2448,.,.,.,.,490000,.,.,.,.,4454777,958848000,1400133,1655249,11858253,921720,2639779,33,2585322,8186769,1885560
2016,6300,OKLAHOMA STATE,State,West South Central,1962,1,91,-0.656247522,.,.,4496940,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30663,13817,842,22574,22624,318068,.,.,2011411,60,74,72,134,206,.,.,.,.,8424165,.,3839428,2241584,1507306,7588318,3568515,19580998,24599,11369,2379,3070,459,50,1258,.,.,.,.,515334,.,.,.,.,4114503,894271446,1976238,568171,7670363,185631,2490401,41.74,2455224,9111915,482773
2016,6400,OREGON,State,Pacific,1962,1,90,-0.646856265,.,.,2854600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64514,49348,746,10020,27328,127376,.,.,1434112,83,80,64,163,227,.,.,.,.,7356857,.,5434710,3512998,1314371,10262079,2141963,19760899,21646,2386,3016,478,491,43,1367,.,.,.,.,.,.,.,.,.,2471347,949278432,654949,1270722,5755570,330565,5559952,.,2899928,2767219,1065606
2016,6430,OTTAWA,Canadian,Canada,2010,1.327,72,-0.493552746,.,.,3973439,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12781,6933,741,18659,32573,174953,.,.,1904447,53,100,6,153,159,.,.,.,.,12187968.35,.,3790400.9,4326594.57,122287.87,8239283.35,1112323.29,21539574.98,35416,6338,5279,1164,208,50,1233,.,.,.,.,.,.,.,.,.,3271512,.,1329102,3896801.81,8280703.09,10463.45,2007048.23,22.65,2214959,732621,.
2016,6500,PENNSYLVANIA,Private,Middle Atlantic,1932,1,18,0.912662442,.,.,7778224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85402,91774,1203,20625,.,208838,.,.,1485076,157,176,102,333,435,.,.,.,.,18365980,.,10849341,8383843,1579863,20813047,7726068,46905095,21563,3313,11157,2131,1200,65,2007,.,.,.,.,500406,.,.,.,.,6027418,8139987000,1305697,4425666,13367180,573134,6716996,34.5,7680950,1905254,.
2016,6600,PENNSYLVANIA STATE,State,Middle Atlantic,1962,1,7,1.599607197,.,.,8068792,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74371,43564,2512,69903,59584,346826,.,.,6945235,216,315,57,531,588,.,.,.,.,21743273,.,13976085,14707288,626315,29309688,8189632,59242593,75062,16894,7404,6630,1029,119,6177,.,.,.,.,39692,.,.,.,.,6318518,5315015000,585145,4758722,16467006,517545,9751479,37.9,5125615,530441,0
2016,6700,PITTSBURGH,State,Middle Atlantic,1962,1,33,0.18422018,.,.,7373565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41416,25973,1461,28613,53692,180665,.,.,2199481,112,140,52,252,304,.,.,.,.,17414575,.,7463297,4689415,721257,12873969,2502955,32791499,31307,3519,7577,2164,1090,100,2055,.,.,.,.,618242,.,.,.,.,5352052,1897013789,1488580,1904724,14320991,1188860,4215054,35.6,7263643,3713773,.
2016,6800,PRINCETON,Private,Middle Atlantic,1932,1,9,1.498559288,.,.,10336123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48629,43972,921,14374,45633,203978,.,.,.,156,160,54,316,370,.,.,.,.,27965158,.,12055877,8016632,1383521,21456030,5730698,55151886,8013,0,2736,0,373,72,919,.,.,.,.,.,.,.,.,.,7759990,1670740000,2029028,11708206,14862411,1394541,5874604,29.2,3126278,549108,27288
2016,6900,PURDUE,State,East North Central,1956,1,43,-0.065794661,.,.,3795375,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28205,26059,708,15588,21410,58807,.,.,2317360,93,77,50,170,220,.,.,.,.,14978634,.,6856017,2480409,1020837,10357263,3299176,28635073,34479,4930,5411,3563,946,72,1932,.,.,.,.,375029,.,.,.,.,3483978,1705369610,2127084,1546960,12580143,851531,3551665,38,5597131,4627779,640680
2016,7000,QUEEN'S,Canadian,Canada,1976,1.327,101,-0.841386187,.,.,3235919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6758,4765,904,21380,11375,90297,.,.,1679331,45,64,16,109,125,.,.,.,.,8487584.02,.,3510982.67,2479659.38,265378.3,6256020.35,979815.37,15723419.74,23170,3610,4068,459,218,40,770,.,.,.,.,.,.,.,.,.,2958118,.,804780,378703.84,7619435.57,489444.61,1637060.29,.,2562629,.,1751725
2016,7100,RICE,Private,West South Central,1971,1,89,-0.626950312,.,.,2919253,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18270,13111,300,3255,.,78064,.,.,445249,63,43,10,106,116,.,.,.,.,12198661,.,4276488,1239946,165850,5682284,691303,18572248,6472,247,3863,200,235,32,665,.,.,.,.,.,.,.,.,.,2472257,662149000,139931,4141977,7509889,546795,1412207,25.6,.,.,.
2016,7200,ROCHESTER,Private,Middle Atlantic,1932,1,64,-0.435310627,.,.,4376582,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18235,15456,975,14609,27138,126897,.,.,143895,93,59,42,152,194,.,.,.,.,11068500,.,5985363,1846684,612381,8444428,3095310,22608238,9491,1635,3445,1377,408,62,2119,.,.,.,.,.,.,.,.,.,3000664,3650678000,792575,2272954,8737857,57689,2393810,29,2012860,2351042,0
2016,7300,RUTGERS,State,Middle Atlantic,1956,1,26,0.47587668,.,.,5833205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51380,56191,2865,30730,45108,185758,.,.,3310642,99,212,77,311,388,.,.,.,.,14463801,.,9403463,12355106,1252688,23011257,2134884,39609942,54822,12734,11287,8173,1746,93,3959,.,.,.,.,.,.,.,.,.,3265140,3034707000,764869,1645132,12744848,73821,9937696,46.35,2950164,7202448,212652500
2016,7370,SASKATCHEWAN,Canadian,Canada,1980,1.327,82,-0.577206543,.,.,2861681,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5789,5173,568,11399,14279,75832,.,.,1791565,61,73,13,134,147,.,.,.,.,10660724.19,.,4980670.69,2644215.52,374495.1,7999381.31,1384114.54,20044220.05,18781,2198,2756,391,450,47,1006,.,.,.,.,.,.,.,.,.,2287908,.,738818,1039116.05,9172250.19,449357.95,1298555.39,.,2127428,.,.
2016,7400,SOUTH CAROLINA,State,South Atlantic,1975,1,68,-0.47030371,.,.,3885487,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17439,13948,2199,18707,68100,95589,.,.,1618672,79,97,97,176,273,.,.,.,.,10408551,.,5265038,3096507,643837,9005382,2917382,22331315,29441,4283,5828,2659,751,69,1539,.,.,.,.,.,.,.,.,.,3186542,1001102300,1058023,1098617,8793169,516765,2916762,33,2507094,105653153,16608536
2016,7500,SOUTHERN CALIFORNIA,Private,Pacific,1962,1,14,0.981138509,.,.,6094671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30922,20470,1736,33346,73719,117819,.,.,3322239,128,98,87,226,313,.,.,.,.,22714047,.,11328513,5272777,1847364,18448654,5323167,46485868,35094,9166,16886,8564,1791,142,2039,.,.,.,.,10759,.,.,.,.,4536928,4179379000,1465022,4298727,18161777,253543,5552887,33.5,5133927,77149104,286050
2016,7600,SOUTHERN ILLINOIS,State,East North Central,1967,1,113,-1.094994614,.,.,3409230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43108,30540,1191,9032,45956,119142,.,.,1021267,35,53,30,88,118,.,.,.,.,6397919,.,2407403,1662837,596424,4666664,426517,11491100,13960,3332,2589,1672,364,36,812,.,.,.,.,51720,.,.,.,.,2457344,812381382,307707,321025,5716424,360470,2119987,55,796124,795283,.
2016,7800,SUNY-ALBANY,State,Middle Atlantic,1975,1,107,-0.993716369,.,.,2453336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15809,29695,565,10353,36304,676517,.,.,804328,60,28,21,88,109,.,.,.,.,6613731,.,4188791,1133724,418942,5741457,698845,13054033,14436,2734,2215,2050,199,36,675,.,.,.,.,29450,.,.,.,.,2278951,561422929,367476,1037661,5281410,294660,3370809,58.7,1054215,2259238,57857250
2016,7900,SUNY-BUFFALO,State,Middle Atlantic,1967,1,79,-0.543337214,.,.,4196912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25380,36657,618,18808,22137,113457,.,.,3861155,87,36,40,123,163,.,.,.,.,9611300,.,7041592,1734072,706557,9482221,1512239,20605760,24854,4952,6402,3453,1028,94,1268,.,.,.,.,40093,.,.,.,.,3078023,1107485634,766305,1224186,8335401,51713,4702001,53.58,2928683,5131340,90940
2016,8000,SUNY-STONY BROOK,State,Middle Atlantic,1975,1,100,-0.804920177,.,.,2249129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18690,11706,510,10442,11134,47223,.,.,1946978,85,0,19,85,104,.,.,.,.,9120709,.,5757712,0,306109,6063821,431518,15616048,21050,4222,5336,3105,630,51,1663,.,.,.,.,35782,.,.,.,.,2034145,2419279602,347609,587619,8027011,506079,0,.,1988301,2160188,92096836
2016,8100,SYRACUSE,Private,Middle Atlantic,1962,1,62,-0.406745145,.,.,5030602,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30548,17842,422,8908,20314,120473,.,.,1330078,79,89,26,168,194,.,.,.,.,10920132,.,5705607,3668957,465946,9840510,2590414,23351056,19331,2458,4221,1825,144,62,1092,.,.,.,.,.,.,.,.,.,3874769,905148753,328696,2246948,8344456,328728,3539123,40.5,912092,17376116,2223
2016,8200,TEMPLE,State,Middle Atlantic,1962,1,75,-0.505179124,.,.,4827843,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26670,19647,1434,34329,24366,129273,.,.,2026353,90,50,41,140,181,.,.,.,.,10256308,.,6117289,2042197,847700,9007186,2151478,21414972,32314,5713,6996,2422,1129,65,2146,.,.,.,.,.,.,.,.,.,3776559,2988604000,1207914,1522840,8561353,172115,2407427,31,2459353,6484928,.
2016,8300,TENNESSEE,State,East South Central,1962,1,47,-0.127102173,.,.,3801017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31652,14400,1339,21403,37193,134702,.,.,2398544,104,108,34,212,246,.,.,.,.,14710552,.,6689987,3585111,563468,10838566,1940002,27489120,27347,3573,6543,2249,1194,69,1808,.,.,.,.,3900,.,.,.,.,2945396,1252950912,824862,1470067,12920660,319825,2335032,30,3012783,3361241,1976629
2016,8400,TEXAS,State,West South Central,1932,1,12,1.264094631,.,.,11524951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42497,31952,1157,22724,74805,284295,.,.,2788138,159,244,115,403,518,.,.,.,.,21576253,.,11402039,10435583,1559078,23396700,7944028,52916981,46699,4251,10134,1197,1386,90,2451,.,.,.,.,.,.,.,.,.,6642492,2663948600,1354201,9105485,11889916,580852,4893099,32,4974175,2634478,1678902
2016,8500,TEXAS A&M,State,West South Central,1962,1,13,1.044265806,.,.,5609657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46734,49322,1319,32781,98543,1201018,.,.,4450244,157,109,137,266,403,.,.,.,.,25680255,.,10534213,3826507,1047456,15408176,5772402,46860833,49732,16443,10454,4489,1595,109,3597,.,.,.,.,483407,.,.,.,.,3824841,3038834050,1784816,4499833,18828423,2351999,293100,31,4659071,10355680,518202650
2016,8550,TEXAS TECH,State,West South Central,1997,1,52,-0.21263604,.,.,3558383,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31554,44361,2366,17937,93790,154775,.,.,1687056,102,124,57,226,283,.,.,.,.,12423021,.,5973642,4440723,912736,11327101,3039874,26789996,33709,6408,6477,3292,969,64,2156,.,.,.,.,54750,.,.,.,.,933129,864447329,729880,973822,11303588,145611,3301987,29,3601589,13002522,102303662
2016,8600,TORONTO,Canadian,Canada,1932,1.327,6,2.008110239,.,.,14448397,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28993,7337,1739,48128,172055,604588,.,.,5793717,242,284,139,526,665,.,.,.,.,24696192.92,.,16722464.96,12173683.5,3786697.06,32682845.52,8575280.33,65954318.76,76426,7920,15753,1460,932,96,2469,.,.,.,.,.,.,.,.,.,8511629,.,2139095,8479315,15860755.84,356122.08,7702536.55,24.75,.,.,.
2016,8700,TULANE,Private,West South Central,1967,1,84,-0.581516473,.,.,4555512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12979,8151,588,11192,15605,75597,.,.,785402,51,76,27,127,154,.,.,.,.,12075750,.,3457123,2416769,134300,6008192,1729154,19813096,14484,2506,6982,987,979,89,1214,.,.,.,.,218095,.,.,.,.,2821953,894464000,996435,2420355,8915884,739511,1337206,24,1498513,3970287,3117200
2016,8800,UTAH,State,Mountain,1962,1,59,-0.353980903,.,.,4714321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34206,21807,1769,33279,111451,143953,.,.,1752571,76,156,90,232,322,.,.,.,.,9809895,.,5069481,6088573,1294177,12452231,2828346,25090472,23278,8620,6351,1753,889,77,1488,.,.,.,.,1943162,.,.,.,.,3235091,4006287000,782733,1784021,7629161,396713,4838555,37,3225593,10659276,.
2016,8850,VANDERBILT,Private,East South Central,1946,1,49,-0.164062392,.,.,4795033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20123,17116,673,10719,15516,117898,.,.,1444930,86,67,43,153,196,.,.,.,.,12888980,.,6051711,2749337,413906,9214954,5507648,27611582,11815,790,5003,719,668,59,3555,.,.,.,.,.,.,.,.,.,4059377,1129553261,1721981,909144,11853010,126826,2366382,29,3030614,15365307,52745
2016,8900,VIRGINIA,State,South Atlantic,1932,1,23,0.651452652,.,.,5881600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24193,29986,1719,19251,45794,215895,.,.,2105527,157,117,47,274,321,.,.,.,.,15864465,.,11771428,5548179,1420781,18740388,7505680,42110533,21747,2136,5940,1207,797,54,1391,.,.,.,.,804447,.,.,.,.,5042762,2962326578,587199,4836598,10732481,295386,5859134,27.8,.,4006490,.
2016,9000,VIRGINIA TECH,State,South Atlantic,1976,1,58,-0.343398271,.,.,2947590,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17022,33580,803,19019,8929,91941,.,.,1444991,68,71,12,139,151,.,.,.,.,11699973,.,4653267,3053876,426853,8133996,4842064,24676033,29974,2856,4966,2313,650,55,2142,.,.,.,.,752380,.,.,.,.,2490611,1338481674,1021877,3612956,7327024,759993,2836886,28.5,2731479,5904322,12653
2016,9100,WASHINGTON,State,Pacific,1932,1,20,0.794904688,.,.,9021092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53398,87660,1271,28945,57043,272152,.,.,5688207,185,155,96,340,436,.,.,.,.,16819463,.,13066264,6755767,2303930,22125961,5462512,44407936,47957,6921,12457,3184,1318,117,4019,.,.,.,.,442549,.,.,.,.,5713277,5106841473,977481,3917927,11910923,990613,6695952,30.5,6032231,8543356,.
2016,9200,WASHINGTON STATE,State,Pacific,1962,1,109,-1.023648931,.,.,3065457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39791,48403,1484,51825,17470,57651,.,.,1377394,45,62,30,107,137,.,.,.,.,6353744,.,2884963,2715393,591207,6191563,342237,12887544,24972,4714,3588,1628,290,59,1356,.,.,.,.,16151,.,.,.,.,2665388,1121516665,677302,494629,5666837,192278,2097871,.,2163661,.,.
2016,9300,WASHINGTON U.-ST. LOUIS,Private,West North Central,1932,1,41,0.000394273,.,.,5403397,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36390,34463,1463,10812,52632,126661,.,.,1157520,116,85,41,201,242,.,.,.,.,14953214,.,7470192,2878309,619060,10967561,3955807,29876582,12664,2024,5845,1339,266,44,1954,.,.,.,.,2842,.,.,.,.,4297132,2719577000,1820906,3188494,11553000,211720,3605203,30,5305231,3848914,164175
2016,9350,WATERLOO,Canadian,Canada,1984,1.327,104,-0.910104645,.,.,2457821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17907,21398,334,10778,13125,100137,.,.,.,37,84,29,121,150,.,.,.,.,7567201.21,.,2559744.54,2988639.04,634737,6183120.57,1149880.18,14900201.96,34040,2634,4128,1163,303,63,1201,.,.,.,.,.,.,.,.,.,2314724,.,442597,329342.88,7007037.68,230820.65,1398614.17,.,3180701,2896747,16886
2016,9400,WAYNE STATE,State,East North Central,1962,1,88,-0.620003932,.,.,3115199,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19165,25143,367,7985,24007,26713,.,.,1285510,73,68,78,141,219,.,.,.,.,9970666,.,4590853,2442275,778941,7812069,1738889,19521624,17973,9249,6066,3487,767,67,1024,.,.,.,.,.,.,.,.,.,2724255,845502000,1069963,213965,9396664,360037,2338418,33.2,1845650,4790092,11647
2016,9500,WESTERN,Canadian,Canada,1976,1.327,83,-0.577215721,.,.,5562043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10286,8420,400,10904,16061,171316,.,.,2438166,70,86,12,156,168,.,.,.,.,11702547.85,.,4190571.97,2941956.29,207703.84,7340232.1,805732.48,19848512.43,27917,2222,5364,365,332,51,1414,.,.,.,.,.,.,.,.,.,4103791,.,1512985,1089119.82,9790097.21,823330.82,1958484.55,27.5,.,.,.
2016,9600,WISCONSIN,State,East North Central,1932,1,32,0.266974203,.,.,10061485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109788,100720,1730,33365,66946,272014,.,.,2409684,168,101,96,269,365,.,.,.,.,12884918,.,11218364,3791714,1844187,16854265,5567001,35306184,38330,4386,9775,1950,1458,116,3412,.,.,.,.,793694,.,.,.,.,8125395,2712712218,1637874,2849511,9474938,560469,5688682,37,7211217,16565286,2400037
2016,9700,YALE,Private,New England,1932,1,2,3.712570767,.,.,13889206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53631,48517,1366,21430,31364,381487,.,.,.,230,259,73,489,562,.,.,.,.,44299185,.,20738438,16144078,1151307,38033823,10795400,93128408,12263,136,6758,136,781,68,2159,.,.,.,.,.,.,.,.,.,11200907,3364206000,1698890,29457344,14041549,800292,14807865,28.3,6141995,9911745,797362
2016,9800,YORK,Canadian,Canada,1979,1.327,76,-0.523958297,.,.,4514925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8120,4077,674,21927,27756,276923,.,.,2999362,67,98,26,165,191,.,.,.,.,9675949.51,.,5724838.73,3913134.14,570685,10208657.87,1473745.29,21358352.68,44773,9146,4242,2237,219,46,1418,.,.,.,.,.,.,.,.,.,4086849,.,1380914,1886682.74,7725525.24,63741.52,2285018.84,.,3258533,24317313,.
2016,9850,BOSTON PUBLIC,Nonacademic,New England,1933,1,.,.,.,.,23660100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9382,6423,146,3468,137709,85366,.,.,1434414,189,230,58,419,477,.,.,.,.,4463585,.,.,.,.,24181779,9565068,38210432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,248100,4056585,407000,.,6154263,25.45,.,.,.
2016,9860,NATL RES COUNCIL CANADA,Canadian Nonacademic,Canada,1983,1.327,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,47,0,113,113,.,.,.,.,.,.,.,.,.,.,.,14036211.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,9870,CENTER FOR RESEARCH LIBS,Nonacademic,East North Central,1962,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25946,5,.,.,.,35645,.,.,.,35,17,6,52,58,.,.,.,.,2200000,.,2511779,596822,128159,3236760,.,5436760,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1115400,.,18509,.,.
2016,9890,LIBRARY OF CONGRESS,Nonacademic,South Atlantic,1932,1,.,.,.,.,38849767,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42630,0,7685,313211,1000000,997000,.,.,1786750,.,.,.,.,3149,.,.,.,.,27727815,.,.,.,.,425971000,188340185,642039000,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,18520137,.,1037300,21578613,4921387,1227815,0,30,1549378,28750000,454000000
2016,9910,NATL AGRICULTURAL LIB,Nonacademic,South Atlantic,1948,1,.,.,.,.,2444968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3264,1671,299,3400,4690,2793,.,.,0,64,21,0,85,85,.,.,.,.,5368575,.,7784752,1184654,0,8969406,9289135,23627116,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,1242558,.,108972,345525,5001404,21646,2724663,35,871557,274685,0
2016,9915,NATL ARCHIVES,Nonacademic,South Atlantic,2010,1,.,.,.,.,42440000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,75,5966,397879,66858,200,.,.,59520,1020,125,0,1145,1145,.,.,.,.,.,.,.,.,.,172024423,179446011,351470434,0,0,0,0,0,0,0,.,.,.,.,24000,.,.,.,.,247417,.,0,.,.,.,11313000,34.35,0,0,0
2016,9930,NATL LIB OF MEDICINE,Nonacademic,South Atlantic,1948,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,128853,0,155,4159,61968,78604,.,.,.,198,36,8,234,242,.,.,.,.,13850188,.,19844758,2543842,183506,22572106,29114214,65536508,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1511634,.,20480,906354,12000209,943625,7093561,28,.,.,.
2016,9950,NEW YORK PUBLIC,Nonacademic,Middle Atlantic,1932,1,.,.,.,.,11001527,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9283,11801,2060,100330,.,.,.,.,3744035,189,148,59,337,396,.,.,.,.,15053000,.,.,.,.,52099000,35803000,102955000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8223140,.,420134,8625055,6013945,414000,24429957,.,728660,5738353,.
2016,9960,NEW YORK STATE,Nonacademic,Middle Atlantic,1968,1,.,.,.,.,2874214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38415,2890,30,1182,57061,11652,.,.,.,30,48,13,78,91,.,.,.,.,2139711,.,2311908,1899572,175700,4387180,1066754,7593645,.,.,.,.,.,.,.,.,.,.,.,37050,.,.,.,.,2037870,.,10530,142551,1997160,0,2336529,55.48,129155,485197,0
2016,9980,SMITHSONIAN,Nonacademic,South Atlantic,1971,1,.,.,.,.,2073902,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1983,4967,744,9074,21676,17334,.,.,4692,77,43,.,120,120,.,.,.,.,2379713,.,6432575,2040657,.,8473232,1456678,12309623,.,.,.,.,.,.,.,.,.,.,.,72114,.,.,.,.,906954,.,0,341243,1705122,333348,2697067,30,119206,200400,1506
2017,0,MEDIAN,.,.,.,.,.,.,.,.,4610018.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25611,19886,935,16061,25953.5,124743,.,.,1842209,89,86,40.5,172,221,.,.,.,.,12114147.5,.,6062785.5,3358599.5,707648,10279080.71,2637905,25204677,25532.5,4322,5871.5,2067.5,657,63,1560,.,.,.,.,340511,.,.,.,.,3741854,1776732926,1176054,1742993.655,9385857,408481,3208134.5,31.4,3088072,3545638,423977
2017,100,ALABAMA,State,East South Central,1967,1,70,-0.488207042,.,.,4831731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18001,11215,1101,22127,20067,62747,.,.,1666247,71,58,36,129,165,.,.,.,.,11963593,.,5044040,1974753,521448,7540241,2327668,21831502,32488,5177,2799,1830,304,54,1378,.,.,.,.,34469,.,.,.,.,4041149,1058483025,1519422,973003,10428605,561985,2186972,32,1414069,5588432,72604096
2017,200,ALBERTA,Canadian,Canada,1969,1.3267,29,0.302785989,.,.,7569449,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35612,13445,686,21511,120880,219368,.,.,2810233,70,118,33,188,221,.,.,.,.,20430018.09,.,6004439.59,5385362.18,345605.64,11735407.4,3171249.72,35336675.21,33821,3473,6152,1306,477,.,1661,.,.,.,.,.,.,.,.,.,5257081,.,1319142,4715884.53,14433701.67,1280431.9,2661345.44,.,.,.,.
2017,300,ARIZONA,State,Mountain,1967,1,36,0.038761403,.,.,7513655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30369,27831,402,5472,8773,203085,.,.,2739122,89,121,30,210,240,.,.,.,.,15626245,.,6415368,4592719,728273,11736360,4074223,31436828,37849,6336,7632,2369,661,102,1790,.,.,.,.,1349752,.,.,.,.,5172905,1954104000,1940138,3154233,11408373,1063639,3818575,34.7,8385950,4277261,0
2017,400,ARIZONA STATE,State,Mountain,1973,1,55,-0.265379858,.,.,5205416,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25739,40077,832,13977,38095,164398,.,.,3223901,57,140,.,197,197,.,.,.,.,11801642,.,4683758,6063415,516297,11263470,3792750,26857862,73587,24590,11420,7310,876,87,3114,.,.,.,.,.,.,.,.,.,4538709,2342470000,1195479,1587144,9952181,262317,3993438,38,5965030,9795491,78070
